sample_id	level	correlation
CI301-4018	transcript	0.5233381483574864
CK031-4023	transcript	0.565977106660618
BH131-4003	transcript	0.5613539504599144
CJ231-0378	transcript	0.5929628085582391
BB201-1601	transcript	0.5457389788393935
BL021-5032	transcript	0.5581111359568368
CB261-0087	transcript	0.5202487818891358
BF221-3082	transcript	0.6078841612792862
CI161-5415	transcript	0.583769608986825
CJ093-0160	transcript	0.5762694595957053
CC241-4002	transcript	0.5883212927819094
CL111-1584	transcript	0.5056948478568841
CJ091-5415	transcript	0.5314124376427642
AK112-4002	transcript	0.6017858845498233
BC161-1856	transcript	0.6061533098750436
CG071-6145	transcript	0.5245798259267443
AJ221-4023	transcript	0.5722803019142438
BL151-0262	transcript	0.5741766806501154
CA231-0087	transcript	0.5583071488200826
CI201-5415	transcript	0.5617104561337753
BC181-1392	transcript	0.4912934028857801
BB201-5032	transcript	0.5580619459066828
CJ092-4023	transcript	0.6028252636471686
AJ231-1236	transcript	0.6010299743988363
AK231-1710	transcript	0.6039723035506575
BK281-0087	transcript	0.5855574587011196
AK091-1584	transcript	0.5953856202412022
BK071-4150	transcript	0.5996934707942879
AJ231-0087	transcript	0.5988751937405866
CK031-1470	transcript	0.5836315166021924
CL171-1584	transcript	0.5890104743524675
CI222-5415	transcript	0.5788688138820214
BL221-0262	transcript	0.528199348043421
BB202-0378	transcript	0.6138769391837681
CC241-5032	transcript	0.568909180901245
BC181-3082	transcript	0.6233236019808093
AJ231-2099	transcript	0.614501701237201
BL151-1236	transcript	0.532452256647931
CK031-1584	transcript	0.5714160419814606
BK071-4149	transcript	0.5634884581593579
CL161-5415	transcript	0.5899913384146641
CI201-1236	transcript	0.5725477933518748
CI222-4018	transcript	0.5526313843226661
BB201-4019	transcript	0.5560648726419991
