gene	gene_id	module_MEnumber	module_Color
38341	ENST00000478595.1	ME2	blue
38342	ENST00000478596.5	ME1	turquoise
38344	ENST00000478599.5	ME16	lightcyan
38346	ENST00000478602.1	ME1	turquoise
38347	ENST00000478603.5	ME3	brown
38348	ENST00000478616.1	ME1	turquoise
38349	ENST00000478619.1	ME1	turquoise
38351	ENST00000478624.1	ME1	turquoise
38353	ENST00000478628.1	ME2	blue
38354	ENST00000478631.6	ME1	turquoise
38356	ENST00000478639.1	ME3	brown
38357	ENST00000478641.5	ME1	turquoise
38358	ENST00000478643.1	ME2	blue
38360	ENST00000478647.1	ME3	brown
38361	ENST00000478650.2	ME1	turquoise
38362	ENST00000478653.6	ME1	turquoise
38364	ENST00000478657.1	ME1	turquoise
38366	ENST00000478659.1	ME1	turquoise
38370	ENST00000478668.1	ME1	turquoise
38372	ENST00000478672.1	ME1	turquoise
38374	ENST00000478674.1	ME1	turquoise
38375	ENST00000478678.5	ME5	green
38376	ENST00000478681.1	ME1	turquoise
38377	ENST00000478683.1	ME1	turquoise
38378	ENST00000478688.1	ME1	turquoise
38379	ENST00000478691.5	ME2	blue
38382	ENST00000478698.1	ME2	blue
38383	ENST00000478700.1	ME1	turquoise
38384	ENST00000478701.1	ME1	turquoise
38386	ENST00000478709.1	ME2	blue
38388	ENST00000478712.5	ME3	brown
38389	ENST00000478716.1	ME1	turquoise
38391	ENST00000478720.1	ME1	turquoise
38392	ENST00000478722.6	ME21	darkred
38393	ENST00000478731.1	ME1	turquoise
38394	ENST00000478733.6	ME7	black
38396	ENST00000478736.1	ME3	brown
38398	ENST00000478738.5	ME1	turquoise
38399	ENST00000478743.2	ME1	turquoise
38400	ENST00000478753.5	ME5	green
38401	ENST00000478754.5	ME1	turquoise
38402	ENST00000478756.1	ME1	turquoise
38403	ENST00000478757.2	ME1	turquoise
38404	ENST00000478759.3	ME2	blue
38409	ENST00000478776.2	ME4	yellow
38410	ENST00000478777.5	ME1	turquoise
38411	ENST00000478778.1	ME1	turquoise
38413	ENST00000478783.1	ME1	turquoise
38414	ENST00000478787.1	ME1	turquoise
38415	ENST00000478788.1	ME3	brown
38417	ENST00000478798.1	ME5	green
38418	ENST00000478800.1	ME6	red
38420	ENST00000478806.2	ME2	blue
38421	ENST00000478808.5	ME1	turquoise
38422	ENST00000478810.1	ME1	turquoise
38423	ENST00000478816.5	ME1	turquoise
38426	ENST00000478833.1	ME1	turquoise
38427	ENST00000478835.1	ME3	brown
38428	ENST00000478837.5	ME1	turquoise
38429	ENST00000478839.1	ME1	turquoise
38431	ENST00000478845.2	ME2	blue
38433	ENST00000478847.1	ME1	turquoise
38434	ENST00000478848.1	ME1	turquoise
38435	ENST00000478850.5	ME2	blue
38436	ENST00000478856.5	ME1	turquoise
38439	ENST00000478862.1	ME1	turquoise
38440	ENST00000478864.1	ME1	turquoise
38443	ENST00000478868.1	ME1	turquoise
38446	ENST00000478883.1	ME1	turquoise
38448	ENST00000478885.1	ME1	turquoise
38449	ENST00000478886.1	ME1	turquoise
38450	ENST00000478887.1	ME1	turquoise
38451	ENST00000478891.1	ME18	lightgreen
38452	ENST00000478893.5	ME1	turquoise
38453	ENST00000478894.7	ME4	yellow
38454	ENST00000478895.1	ME1	turquoise
38455	ENST00000478900.5	ME1	turquoise
38456	ENST00000478901.1	ME1	turquoise
38457	ENST00000478902.1	ME1	turquoise
38459	ENST00000478905.1	ME1	turquoise
38461	ENST00000478911.1	ME3	brown
38464	ENST00000478916.5	ME3	brown
38466	ENST00000478922.1	ME7	black
38467	ENST00000478923.1	ME2	blue
38468	ENST00000478924.1	ME2	blue
38470	ENST00000478928.1	ME1	turquoise
38471	ENST00000478931.1	ME1	turquoise
38472	ENST00000478932.1	ME1	turquoise
38475	ENST00000478938.1	ME3	brown
38477	ENST00000478943.5	ME1	turquoise
38480	ENST00000478956.1	ME1	turquoise
38484	ENST00000478966.1	ME2	blue
38485	ENST00000478968.6	ME2	blue
38486	ENST00000478970.6	ME2	blue
38487	ENST00000478971.1	ME2	blue
38488	ENST00000478972.2	ME1	turquoise
38490	ENST00000478977.1	ME1	turquoise
38491	ENST00000478980.1	ME2	blue
38493	ENST00000478989.7	ME4	yellow
38497	ENST00000479001.2	ME1	turquoise
38498	ENST00000479002.1	ME1	turquoise
38501	ENST00000479007.5	ME1	turquoise
38502	ENST00000479008.1	ME1	turquoise
38503	ENST00000479009.1	ME3	brown
38504	ENST00000479011.1	ME2	blue
38506	ENST00000479013.7	ME2	blue
38507	ENST00000479015.1	ME3	brown
38509	ENST00000479017.5	ME5	green
38510	ENST00000479019.5	ME2	blue
38511	ENST00000479024.5	ME3	brown
38512	ENST00000479029.1	ME2	blue
38513	ENST00000479035.7	ME4	yellow
38514	ENST00000479037.5	ME1	turquoise
38515	ENST00000479040.5	ME6	red
38516	ENST00000479043.1	ME1	turquoise
38519	ENST00000479051.1	ME1	turquoise
38520	ENST00000479053.1	ME1	turquoise
38522	ENST00000479055.5	ME2	blue
38524	ENST00000479067.1	ME1	turquoise
38525	ENST00000479068.1	ME1	turquoise
38526	ENST00000479069.1	ME1	turquoise
38527	ENST00000479076.1	ME3	brown
38529	ENST00000479079.1	ME3	brown
38536	ENST00000479099.2	ME1	turquoise
38537	ENST00000479100.1	ME2	blue
38538	ENST00000479103.1	ME1	turquoise
38539	ENST00000479107.1	ME1	turquoise
38540	ENST00000479110.1	ME2	blue
38541	ENST00000479113.1	ME1	turquoise
38542	ENST00000479114.2	ME3	brown
38546	ENST00000479126.1	ME1	turquoise
38548	ENST00000479135.5	ME1	turquoise
38549	ENST00000479136.5	ME1	turquoise
38551	ENST00000479145.1	ME1	turquoise
38553	ENST00000479155.1	ME1	turquoise
38555	ENST00000479162.5	ME1	turquoise
38557	ENST00000479165.1	ME1	turquoise
38558	ENST00000479169.5	ME1	turquoise
38559	ENST00000479176.5	ME3	brown
38560	ENST00000479177.1	ME1	turquoise
38561	ENST00000479179.1	ME1	turquoise
38563	ENST00000479182.5	ME2	blue
38564	ENST00000479183.6	ME3	brown
38566	ENST00000479185.1	ME1	turquoise
38567	ENST00000479187.5	ME2	blue
38568	ENST00000479192.1	ME5	green
38569	ENST00000479193.1	ME4	yellow
38570	ENST00000479194.5	ME5	green
38571	ENST00000479197.1	ME1	turquoise
38572	ENST00000479198.5	ME8	pink
38573	ENST00000479199.1	ME2	blue
38577	ENST00000479213.1	ME1	turquoise
38578	ENST00000479215.2	ME1	turquoise
38579	ENST00000479218.6	ME3	brown
38580	ENST00000479219.5	ME3	brown
38582	ENST00000479234.1	ME1	turquoise
38583	ENST00000479235.5	ME1	turquoise
38587	ENST00000479252.1	ME3	brown
38591	ENST00000479261.2	ME1	turquoise
38595	ENST00000479271.1	ME2	blue
38596	ENST00000479272.1	ME1	turquoise
38597	ENST00000479273.1	ME1	turquoise
38598	ENST00000479275.1	ME1	turquoise
38599	ENST00000479279.5	ME1	turquoise
38601	ENST00000479282.5	ME1	turquoise
38603	ENST00000479285.5	ME1	turquoise
38604	ENST00000479290.5	ME1	turquoise
38605	ENST00000479293.5	ME1	turquoise
38606	ENST00000479295.1	ME1	turquoise
38607	ENST00000479296.1	ME3	brown
38610	ENST00000479303.1	ME1	turquoise
38612	ENST00000479307.5	ME5	green
38613	ENST00000479310.5	ME2	blue
38616	ENST00000479317.1	ME2	blue
38618	ENST00000479322.1	ME2	blue
38620	ENST00000479328.1	ME2	blue
38621	ENST00000479329.1	ME3	brown
38625	ENST00000479338.5	ME1	turquoise
38626	ENST00000479339.5	ME6	red
38629	ENST00000479347.1	ME3	brown
38630	ENST00000479348.2	ME2	blue
38632	ENST00000479355.1	ME2	blue
38634	ENST00000479361.1	ME6	red
38636	ENST00000479365.5	ME2	blue
38637	ENST00000479368.1	ME2	blue
38638	ENST00000479369.6	ME3	brown
38639	ENST00000479370.1	ME1	turquoise
38640	ENST00000479372.1	ME1	turquoise
38643	ENST00000479391.7	ME2	blue
38646	ENST00000479399.5	ME1	turquoise
38647	ENST00000479400.1	ME18	lightgreen
38649	ENST00000479402.1	ME3	brown
38652	ENST00000479408.6	ME3	brown
38653	ENST00000479412.2	ME1	turquoise
38656	ENST00000479417.1	ME1	turquoise
38658	ENST00000479423.2	ME1	turquoise
38659	ENST00000479425.5	ME3	brown
38660	ENST00000479427.5	ME2	blue
38661	ENST00000479430.5	ME23	darkturquoise
38662	ENST00000479431.1	ME20	royalblue
38663	ENST00000479432.5	ME1	turquoise
38664	ENST00000479433.5	ME1	turquoise
38666	ENST00000479438.6	ME4	yellow
38667	ENST00000479440.1	ME27	white
38668	ENST00000479441.1	ME20	royalblue
38669	ENST00000479443.1	ME1	turquoise
38670	ENST00000479446.5	ME1	turquoise
38672	ENST00000479449.1	ME5	green
38673	ENST00000479451.5	ME8	pink
38675	ENST00000479456.1	ME3	brown
38676	ENST00000479458.1	ME1	turquoise
38677	ENST00000479462.3	ME1	turquoise
38678	ENST00000479463.1	ME2	blue
38680	ENST00000479469.5	ME1	turquoise
38681	ENST00000479475.1	ME3	brown
38683	ENST00000479481.5	ME5	green
38684	ENST00000479485.5	ME1	turquoise
38685	ENST00000479487.1	ME1	turquoise
38688	ENST00000479490.1	ME1	turquoise
38690	ENST00000479496.1	ME1	turquoise
38691	ENST00000479499.1	ME5	green
38692	ENST00000479502.2	ME5	green
38693	ENST00000479505.5	ME5	green
38695	ENST00000479510.2	ME2	blue
38696	ENST00000479511.1	ME1	turquoise
38697	ENST00000479515.1	ME1	turquoise
38699	ENST00000479518.1	ME2	blue
38700	ENST00000479529.2	ME2	blue
38703	ENST00000479532.1	ME1	turquoise
38705	ENST00000479540.5	ME1	turquoise
38706	ENST00000479541.1	ME1	turquoise
38707	ENST00000479542.1	ME1	turquoise
38709	ENST00000479548.2	ME1	turquoise
38710	ENST00000479552.1	ME1	turquoise
38712	ENST00000479555.1	ME2	blue
38713	ENST00000479557.1	ME1	turquoise
38715	ENST00000479563.5	ME12	tan
38717	ENST00000479575.1	ME1	turquoise
38719	ENST00000479583.5	ME1	turquoise
38720	ENST00000479586.5	ME18	lightgreen
38721	ENST00000479588.1	ME2	blue
38723	ENST00000479591.1	ME1	turquoise
38726	ENST00000479598.5	ME18	lightgreen
38732	ENST00000479625.1	ME3	brown
38733	ENST00000479630.1	ME21	darkred
38735	ENST00000479636.1	ME2	blue
38736	ENST00000479642.1	ME1	turquoise
38737	ENST00000479644.1	ME2	blue
38738	ENST00000479648.1	ME3	brown
38740	ENST00000479654.1	ME1	turquoise
38741	ENST00000479659.5	ME1	turquoise
38742	ENST00000479663.2	ME1	turquoise
38743	ENST00000479665.6	ME5	green
38745	ENST00000479672.6	ME1	turquoise
38746	ENST00000479673.1	ME1	turquoise
38747	ENST00000479679.5	ME18	lightgreen
38748	ENST00000479680.1	ME1	turquoise
38751	ENST00000479687.6	ME5	green
38752	ENST00000479690.1	ME1	turquoise
38754	ENST00000479694.1	ME1	turquoise
38755	ENST00000479696.1	ME3	brown
38757	ENST00000479698.1	ME2	blue
38758	ENST00000479701.5	ME1	turquoise
38759	ENST00000479707.1	ME3	brown
38760	ENST00000479708.1	ME1	turquoise
38761	ENST00000479711.6	ME1	turquoise
38763	ENST00000479713.1	ME23	darkturquoise
38765	ENST00000479718.1	ME1	turquoise
38767	ENST00000479727.1	ME1	turquoise
38768	ENST00000479728.1	ME2	blue
38769	ENST00000479729.1	ME1	turquoise
38770	ENST00000479732.1	ME9	magenta
38772	ENST00000479735.1	ME1	turquoise
38773	ENST00000479736.1	ME1	turquoise
38776	ENST00000479740.5	ME2	blue
38777	ENST00000479745.6	ME1	turquoise
38780	ENST00000479752.1	ME2	blue
38781	ENST00000479756.1	ME2	blue
38782	ENST00000479757.1	ME3	brown
38784	ENST00000479761.1	ME3	brown
38785	ENST00000479762.1	ME1	turquoise
38786	ENST00000479764.7	ME1	turquoise
38788	ENST00000479770.2	ME1	turquoise
38789	ENST00000479771.5	ME2	blue
38790	ENST00000479776.1	ME1	turquoise
38791	ENST00000479778.1	ME1	turquoise
38792	ENST00000479779.1	ME2	blue
38794	ENST00000479784.1	ME1	turquoise
38795	ENST00000479790.2	ME1	turquoise
38798	ENST00000479798.1	ME3	brown
38799	ENST00000479802.1	ME3	brown
38800	ENST00000479805.1	ME1	turquoise
38803	ENST00000479818.5	ME1	turquoise
38804	ENST00000479825.1	ME18	lightgreen
38805	ENST00000479828.1	ME2	blue
38806	ENST00000479831.1	ME1	turquoise
38808	ENST00000479835.1	ME1	turquoise
38809	ENST00000479837.1	ME3	brown
38810	ENST00000479838.3	ME5	green
38811	ENST00000479851.1	ME2	blue
38817	ENST00000479865.1	ME3	brown
38818	ENST00000479866.5	ME3	brown
38819	ENST00000479868.6	ME1	turquoise
38820	ENST00000479870.6	ME5	green
38822	ENST00000479872.5	ME2	blue
38823	ENST00000479873.5	ME2	blue
38824	ENST00000479876.2	ME2	blue
38828	ENST00000479886.1	ME3	brown
38829	ENST00000479894.1	ME1	turquoise
38830	ENST00000479896.1	ME2	blue
38831	ENST00000479897.5	ME1	turquoise
38834	ENST00000479904.1	ME1	turquoise
38836	ENST00000479915.5	ME1	turquoise
38840	ENST00000479925.1	ME2	blue
38841	ENST00000479927.6	ME1	turquoise
38842	ENST00000479928.1	ME1	turquoise
38843	ENST00000479930.5	ME2	blue
38844	ENST00000479935.1	ME3	brown
38845	ENST00000479939.1	ME2	blue
38846	ENST00000479941.1	ME1	turquoise
38847	ENST00000479942.5	ME1	turquoise
38849	ENST00000479944.5	ME1	turquoise
38850	ENST00000479945.1	ME3	brown
38853	ENST00000479953.6	ME4	yellow
38855	ENST00000479955.5	ME1	turquoise
38856	ENST00000479956.1	ME1	turquoise
38859	ENST00000479965.5	ME3	brown
38861	ENST00000479967.5	ME3	brown
38862	ENST00000479970.1	ME1	turquoise
38863	ENST00000479971.1	ME1	turquoise
38866	ENST00000479978.5	ME1	turquoise
38868	ENST00000479981.1	ME26	darkorange
38869	ENST00000479983.1	ME2	blue
38870	ENST00000479985.1	ME1	turquoise
38871	ENST00000479988.1	ME1	turquoise
38872	ENST00000479989.6	ME1	turquoise
38873	ENST00000479991.1	ME2	blue
38876	ENST00000479999.1	ME1	turquoise
38881	ENST00000480008.1	ME34	darkmagenta
38883	ENST00000480016.1	ME2	blue
38884	ENST00000480022.1	ME1	turquoise
38885	ENST00000480023.1	ME1	turquoise
38886	ENST00000480024.1	ME2	blue
38887	ENST00000480029.5	ME1	turquoise
38888	ENST00000480030.1	ME1	turquoise
38890	ENST00000480042.5	ME1	turquoise
38891	ENST00000480044.5	ME2	blue
38894	ENST00000480053.1	ME1	turquoise
38896	ENST00000480055.5	ME1	turquoise
38897	ENST00000480057.1	ME1	turquoise
38899	ENST00000480060.5	ME1	turquoise
38900	ENST00000480064.1	ME1	turquoise
38901	ENST00000480065.1	ME2	blue
38902	ENST00000480067.1	ME2	blue
38903	ENST00000480077.2	ME1	turquoise
38907	ENST00000480089.5	ME25	orange
38908	ENST00000480095.3	ME1	turquoise
38910	ENST00000480101.1	ME1	turquoise
38912	ENST00000480103.5	ME2	blue
38913	ENST00000480104.5	ME1	turquoise
38914	ENST00000480107.1	ME1	turquoise
38915	ENST00000480108.1	ME1	turquoise
38916	ENST00000480109.2	ME2	blue
38917	ENST00000480110.5	ME1	turquoise
38921	ENST00000480124.1	ME1	turquoise
38922	ENST00000480125.1	ME2	blue
38924	ENST00000480128.1	ME1	turquoise
38925	ENST00000480132.6	ME3	brown
38928	ENST00000480144.5	ME1	turquoise
38929	ENST00000480146.1	ME3	brown
38931	ENST00000480153.5	ME1	turquoise
38934	ENST00000480158.1	ME1	turquoise
38935	ENST00000480170.1	ME1	turquoise
38936	ENST00000480171.7	ME3	brown
38938	ENST00000480176.5	ME5	green
38939	ENST00000480179.1	ME1	turquoise
38940	ENST00000480182.1	ME5	green
38941	ENST00000480187.5	ME3	brown
38942	ENST00000480188.2	ME1	turquoise
38943	ENST00000480191.1	ME5	green
38946	ENST00000480198.1	ME1	turquoise
38949	ENST00000480209.1	ME1	turquoise
38951	ENST00000480212.1	ME1	turquoise
38952	ENST00000480216.1	ME2	blue
38953	ENST00000480222.1	ME3	brown
38955	ENST00000480230.5	ME1	turquoise
38956	ENST00000480233.1	ME1	turquoise
38958	ENST00000480237.2	ME2	blue
38960	ENST00000480242.1	ME1	turquoise
38961	ENST00000480246.3	ME2	blue
38964	ENST00000480263.1	ME1	turquoise
38966	ENST00000480266.7	ME1	turquoise
38967	ENST00000480269.1	ME22	darkgreen
38969	ENST00000480273.5	ME1	turquoise
38970	ENST00000480274.1	ME14	cyan
38972	ENST00000480277.2	ME5	green
38973	ENST00000480278.5	ME3	brown
38974	ENST00000480279.1	ME3	brown
38978	ENST00000480288.1	ME18	lightgreen
38979	ENST00000480296.5	ME1	turquoise
38982	ENST00000480303.1	ME1	turquoise
38983	ENST00000480304.5	ME1	turquoise
38984	ENST00000480305.1	ME1	turquoise
38986	ENST00000480308.5	ME1	turquoise
38989	ENST00000480316.1	ME1	turquoise
38991	ENST00000480319.5	ME1	turquoise
38992	ENST00000480320.1	ME2	blue
38993	ENST00000480321.1	ME3	brown
38995	ENST00000480324.5	ME1	turquoise
38996	ENST00000480329.5	ME2	blue
38999	ENST00000480339.1	ME1	turquoise
39000	ENST00000480340.1	ME1	turquoise
39001	ENST00000480341.5	ME1	turquoise
39002	ENST00000480342.5	ME1	turquoise
39003	ENST00000480349.1	ME2	blue
39005	ENST00000480354.1	ME1	turquoise
39006	ENST00000480357.5	ME1	turquoise
39008	ENST00000480360.1	ME3	brown
39011	ENST00000480370.1	ME1	turquoise
39012	ENST00000480373.1	ME1	turquoise
39014	ENST00000480380.1	ME1	turquoise
39015	ENST00000480381.1	ME1	turquoise
39016	ENST00000480382.1	ME4	yellow
39018	ENST00000480385.1	ME4	yellow
39019	ENST00000480388.1	ME3	brown
39020	ENST00000480390.1	ME3	brown
39021	ENST00000480392.1	ME1	turquoise
39023	ENST00000480395.6	ME1	turquoise
39025	ENST00000480402.1	ME1	turquoise
39026	ENST00000480416.1	ME1	turquoise
39027	ENST00000480418.5	ME1	turquoise
39033	ENST00000480438.1	ME1	turquoise
39034	ENST00000480440.5	ME2	blue
39035	ENST00000480443.1	ME3	brown
39036	ENST00000480444.1	ME2	blue
39038	ENST00000480451.1	ME18	lightgreen
39040	ENST00000480454.1	ME2	blue
39041	ENST00000480456.6	ME22	darkgreen
39042	ENST00000480461.1	ME2	blue
39043	ENST00000480463.6	ME5	green
39046	ENST00000480468.1	ME1	turquoise
39047	ENST00000480473.5	ME1	turquoise
39048	ENST00000480474.2	ME1	turquoise
39049	ENST00000480476.1	ME20	royalblue
39052	ENST00000480484.5	ME1	turquoise
39053	ENST00000480487.1	ME1	turquoise
39055	ENST00000480492.1	ME26	darkorange
39056	ENST00000480493.1	ME1	turquoise
39057	ENST00000480495.1	ME2	blue
39059	ENST00000480506.6	ME2	blue
39060	ENST00000480510.5	ME2	blue
39063	ENST00000480517.5	ME3	brown
39067	ENST00000480525.6	ME3	brown
39068	ENST00000480528.1	ME3	brown
39071	ENST00000480535.5	ME3	brown
39072	ENST00000480536.2	ME1	turquoise
39073	ENST00000480537.5	ME1	turquoise
39077	ENST00000480553.1	ME1	turquoise
39078	ENST00000480558.1	ME2	blue
39080	ENST00000480563.1	ME1	turquoise
39081	ENST00000480566.5	ME3	brown
39084	ENST00000480578.1	ME1	turquoise
39085	ENST00000480580.1	ME1	turquoise
39086	ENST00000480581.1	ME1	turquoise
39087	ENST00000480583.5	ME1	turquoise
39091	ENST00000480591.5	ME4	yellow
39092	ENST00000480592.6	ME2	blue
39093	ENST00000480594.1	ME1	turquoise
39095	ENST00000480599.6	ME4	yellow
39097	ENST00000480606.1	ME3	brown
39100	ENST00000480612.1	ME1	turquoise
39101	ENST00000480614.1	ME3	brown
39102	ENST00000480615.1	ME1	turquoise
39103	ENST00000480623.6	ME2	blue
39105	ENST00000480630.5	ME31	paleturquoise
39106	ENST00000480636.1	ME3	brown
39107	ENST00000480638.1	ME1	turquoise
39109	ENST00000480642.1	ME2	blue
39111	ENST00000480644.2	ME1	turquoise
39115	ENST00000480651.1	ME1	turquoise
39117	ENST00000480654.5	ME2	blue
39118	ENST00000480655.5	ME1	turquoise
39119	ENST00000480659.1	ME5	green
39120	ENST00000480661.1	ME1	turquoise
39121	ENST00000480662.2	ME3	brown
39122	ENST00000480665.1	ME6	red
39123	ENST00000480666.1	ME1	turquoise
39126	ENST00000480674.1	ME2	blue
39127	ENST00000480675.5	ME1	turquoise
39128	ENST00000480676.2	ME34	darkmagenta
39130	ENST00000480683.2	ME2	blue
39131	ENST00000480686.5	ME1	turquoise
39132	ENST00000480687.5	ME2	blue
39133	ENST00000480692.4	ME1	turquoise
39134	ENST00000480695.1	ME1	turquoise
39135	ENST00000480697.6	ME1	turquoise
39137	ENST00000480701.1	ME1	turquoise
39138	ENST00000480704.2	ME2	blue
39139	ENST00000480705.1	ME1	turquoise
39142	ENST00000480709.1	ME1	turquoise
39145	ENST00000480716.1	ME1	turquoise
39146	ENST00000480719.1	ME3	brown
39147	ENST00000480724.1	ME3	brown
39148	ENST00000480726.1	ME2	blue
39149	ENST00000480730.5	ME1	turquoise
39150	ENST00000480732.2	ME3	brown
39151	ENST00000480733.1	ME1	turquoise
39152	ENST00000480738.1	ME4	yellow
39156	ENST00000480748.2	ME1	turquoise
39157	ENST00000480753.1	ME5	green
39158	ENST00000480757.5	ME2	blue
39161	ENST00000480763.2	ME2	blue
39162	ENST00000480766.1	ME3	brown
39163	ENST00000480768.1	ME3	brown
39164	ENST00000480769.5	ME1	turquoise
39167	ENST00000480774.1	ME1	turquoise
39168	ENST00000480776.1	ME1	turquoise
39169	ENST00000480785.5	ME1	turquoise
39170	ENST00000480786.1	ME3	brown
39172	ENST00000480791.1	ME1	turquoise
39173	ENST00000480792.1	ME3	brown
39175	ENST00000480796.6	ME4	yellow
39177	ENST00000480803.1	ME1	turquoise
39178	ENST00000480805.1	ME3	brown
39179	ENST00000480809.5	ME7	black
39181	ENST00000480814.5	ME5	green
39185	ENST00000480824.7	ME5	green
39188	ENST00000480829.1	ME1	turquoise
39190	ENST00000480832.5	ME2	blue
39191	ENST00000480835.1	ME1	turquoise
39192	ENST00000480838.1	ME2	blue
39193	ENST00000480840.1	ME1	turquoise
39195	ENST00000480846.1	ME1	turquoise
39196	ENST00000480854.1	ME1	turquoise
39198	ENST00000480858.2	ME1	turquoise
39199	ENST00000480860.1	ME2	blue
39200	ENST00000480863.1	ME1	turquoise
39201	ENST00000480864.1	ME1	turquoise
39202	ENST00000480869.1	ME3	brown
39203	ENST00000480873.1	ME1	turquoise
39206	ENST00000480884.5	ME3	brown
39207	ENST00000480885.5	ME1	turquoise
39210	ENST00000480891.5	ME1	turquoise
39211	ENST00000480892.1	ME1	turquoise
39212	ENST00000480896.5	ME5	green
39213	ENST00000480897.5	ME16	lightcyan
39215	ENST00000480900.1	ME1	turquoise
39216	ENST00000480902.1	ME3	brown
39217	ENST00000480906.5	ME1	turquoise
39220	ENST00000480911.6	ME3	brown
39222	ENST00000480913.5	ME2	blue
39227	ENST00000480925.1	ME2	blue
39228	ENST00000480929.1	ME2	blue
39230	ENST00000480931.2	ME2	blue
39231	ENST00000480933.1	ME7	black
39233	ENST00000480939.1	ME4	yellow
39234	ENST00000480940.1	ME1	turquoise
39236	ENST00000480942.1	ME5	green
39237	ENST00000480943.5	ME1	turquoise
39238	ENST00000480945.6	ME2	blue
39239	ENST00000480946.6	ME1	turquoise
39244	ENST00000480954.6	ME6	red
39245	ENST00000480956.1	ME3	brown
39246	ENST00000480957.6	ME1	turquoise
39247	ENST00000480958.1	ME4	yellow
39249	ENST00000480964.5	ME1	turquoise
39250	ENST00000480966.1	ME1	turquoise
39251	ENST00000480968.1	ME2	blue
39252	ENST00000480969.1	ME3	brown
39255	ENST00000480980.1	ME2	blue
39256	ENST00000480982.5	ME1	turquoise
39261	ENST00000480993.1	ME3	brown
39262	ENST00000480999.1	ME1	turquoise
39263	ENST00000481002.5	ME4	yellow
39264	ENST00000481006.1	ME1	turquoise
39265	ENST00000481007.1	ME3	brown
39267	ENST00000481012.5	ME1	turquoise
39268	ENST00000481014.6	ME1	turquoise
39269	ENST00000481020.5	ME1	turquoise
39270	ENST00000481022.1	ME1	turquoise
39271	ENST00000481024.5	ME7	black
39274	ENST00000481038.5	ME1	turquoise
39277	ENST00000481043.1	ME1	turquoise
39279	ENST00000481048.5	ME1	turquoise
39282	ENST00000481052.5	ME1	turquoise
39283	ENST00000481054.5	ME2	blue
39285	ENST00000481058.2	ME1	turquoise
39286	ENST00000481059.5	ME3	brown
39287	ENST00000481060.2	ME4	yellow
39290	ENST00000481067.1	ME1	turquoise
39292	ENST00000481070.1	ME2	blue
39293	ENST00000481072.1	ME1	turquoise
39294	ENST00000481073.6	ME1	turquoise
39295	ENST00000481074.1	ME1	turquoise
39296	ENST00000481079.1	ME2	blue
39298	ENST00000481091.1	ME2	blue
39299	ENST00000481093.1	ME1	turquoise
39301	ENST00000481099.1	ME3	brown
39302	ENST00000481100.5	ME1	turquoise
39304	ENST00000481106.5	ME2	blue
39305	ENST00000481107.1	ME1	turquoise
39306	ENST00000481108.1	ME1	turquoise
39307	ENST00000481109.5	ME3	brown
39310	ENST00000481119.2	ME2	blue
39311	ENST00000481120.1	ME3	brown
39312	ENST00000481121.5	ME1	turquoise
39313	ENST00000481123.1	ME4	yellow
39315	ENST00000481126.1	ME3	brown
39316	ENST00000481127.1	ME1	turquoise
39317	ENST00000481128.1	ME1	turquoise
39319	ENST00000481132.5	ME1	turquoise
39320	ENST00000481133.1	ME1	turquoise
39321	ENST00000481134.1	ME1	turquoise
39322	ENST00000481135.1	ME1	turquoise
39323	ENST00000481136.1	ME1	turquoise
39324	ENST00000481138.6	ME1	turquoise
39326	ENST00000481140.5	ME3	brown
39329	ENST00000481147.1	ME3	brown
39330	ENST00000481149.2	ME1	turquoise
39331	ENST00000481150.1	ME1	turquoise
39332	ENST00000481152.2	ME3	brown
39333	ENST00000481154.1	ME1	turquoise
39334	ENST00000481160.1	ME3	brown
39335	ENST00000481163.1	ME2	blue
39336	ENST00000481165.5	ME3	brown
39338	ENST00000481169.5	ME2	blue
39339	ENST00000481170.1	ME1	turquoise
39340	ENST00000481171.5	ME1	turquoise
39341	ENST00000481179.5	ME2	blue
39343	ENST00000481190.2	ME2	blue
39344	ENST00000481194.1	ME1	turquoise
39345	ENST00000481195.6	ME4	yellow
39346	ENST00000481197.5	ME1	turquoise
39348	ENST00000481203.1	ME1	turquoise
39349	ENST00000481206.1	ME4	yellow
39350	ENST00000481208.5	ME3	brown
39352	ENST00000481211.1	ME1	turquoise
39353	ENST00000481214.1	ME18	lightgreen
39354	ENST00000481218.1	ME1	turquoise
39355	ENST00000481219.1	ME3	brown
39356	ENST00000481220.6	ME2	blue
39359	ENST00000481227.6	ME4	yellow
39362	ENST00000481236.1	ME2	blue
39363	ENST00000481238.1	ME5	green
39364	ENST00000481241.1	ME2	blue
39365	ENST00000481242.5	ME3	brown
39366	ENST00000481243.1	ME1	turquoise
39368	ENST00000481245.6	ME1	turquoise
39369	ENST00000481247.6	ME20	royalblue
39370	ENST00000481248.1	ME3	brown
39371	ENST00000481250.1	ME2	blue
39372	ENST00000481253.2	ME1	turquoise
39376	ENST00000481269.1	ME1	turquoise
39378	ENST00000481273.5	ME2	blue
39379	ENST00000481276.1	ME1	turquoise
39381	ENST00000481285.5	ME2	blue
39382	ENST00000481288.1	ME2	blue
39383	ENST00000481291.2	ME1	turquoise
39384	ENST00000481296.1	ME1	turquoise
39385	ENST00000481297.1	ME4	yellow
39386	ENST00000481300.1	ME3	brown
